step,enhanced_speed,cadence,max_heart_rate_perct,power
0,25.572,66,0.7162,160
1,25.7256,66,0.719733333,145.6666667
2,25.3956,66,0.7268,127.3333333
3,24.5208,65,0.732,117
4,24.4368,67.66666667,0.7268,109.3333333
5,23.1984,69.33333333,0.725033333,127.6666667
6,21.9828,67.33333333,0.7215,109
7,21.306,64.33333333,0.7268,114
8,21.5544,61.66666667,0.7268,103.3333333
9,20.7384,60.33333333,0.7268,105
10,19.7112,63.33333333,0.719733333,89.33333333
11,20.2044,64,0.712733333,119
12,20.4912,66.66666667,0.711,171.3333333
13,21.198,66.33333333,0.712733333,160.6666667
14,19.128,53,0.714466667,114
15,22.6236,67.66666667,0.707466667,111.3333333
16,23.7348,69.33333333,0.712733333,160.6666667
17,24.3456,70.33333333,0.7215,128
18,24.534,71,0.728533333,131.3333333
19,24.654,71,0.7373,131.6666667
20,24.4128,71,0.7373,125.6666667
21,24.6324,70.33333333,0.7373,138.3333333
22,24.6696,71,0.7373,138
23,24.666,71,0.7373,140.6666667
24,23.9616,71,0.732,130.3333333
25,24.5616,71,0.733766667,153.3333333
26,25.086,73.33333333,0.7373,163.3333333
27,25.926,74.66666667,0.7373,130.3333333
28,26.076,75.33333333,0.7373,133.6666667
29,26.8692,77.66666667,0.7373,169.3333333
30,28.0884,81,0.7426,177
31,28.9488,80.66666667,0.739066667,142.3333333
32,28.6848,80.66666667,0.735533333,98.33333333
33,28.5204,83,0.733766667,154
34,28.0344,82.66666667,0.7268,161
35,27.2604,80,0.7268,139
36,26.778,78,0.7268,159.6666667
37,26.352,77,0.732,159.6666667
38,26.586,77,0.730266667,158.6666667
39,26.976,77.33333333,0.7268,152.6666667
40,27.4584,79.33333333,0.7215,125.3333333
41,27.882,80,0.717966667,131
42,28.722,83,0.7162,133.3333333
43,29.8872,85.66666667,0.7162,182.3333333
44,29.916,87,0.711,149
45,29.664,87,0.712733333,136
46,29.1216,83,0.7285,127.3333333
47,27.8616,81.33333333,0.730266667,99.33333333
48,27.5424,80,0.7215,166.3333333
49,27.276,80,0.723266667,195.6666667
50,27.9036,80,0.728533333,198.3333333
51,28.08,80,0.732,190.6666667
52,27.7308,80,0.7373,180
53,27.636,80,0.7426,182
54,27.7692,80,0.746066667,184
55,27.9768,80,0.751333333,181.6666667
56,27.8736,80,0.7531,166.6666667
57,27.8112,80,0.7584,136
58,27.342,80,0.756633333,144
59,27.1836,80,0.747833333,163.3333333
60,27.4224,80,0.739066667,155
61,27.7584,80,0.740833333,118.3333333
62,28.2792,81.33333333,0.744333333,168.6666667
63,28.2336,83,0.7478,158
64,28.3272,83,0.7478,158.6666667
65,28.2852,83,0.7426,137.6666667
66,28.0896,81,0.7426,122
67,27.9552,80,0.7426,118
68,27.9468,80,0.746066667,147.6666667
69,27.7236,80,0.7478,120.6666667
70,27.1212,79.33333333,0.744333333,110.3333333
71,26.4816,57,0.7426,95.33333333
72,24.7488,3,0.7426,14
73,23.1384,0,0.739066667,0
74,21.6984,0,0.723266667,0
75,19.602,0,0.7022,0
76,17.5548,18,0.681133333,0.333333333
77,15.6456,38.66666667,0.6794,0.333333333
78,12.624,28.66666667,0.677633333,1
79,9.432,28.33333333,0.663566667,0
80,6.7956,22.33333333,0.651266667,1
81,8.0868,22.33333333,0.649533333,48
82,13.6488,62.66666667,0.6618,155
83,18,62,0.6776,214
84,28.6596,83,0.700433333,364.3333333
85,28.356,83,0.7215,133
86,28.4316,83,0.7408,187.6666667
87,28.896,83,0.754866667,213.6666667
88,29.3484,84.33333333,0.770666667,205
89,29.6604,87,0.777666667,206.3333333
90,29.892,87,0.7847,199
91,29.9448,87,0.7847,184.3333333
92,29.8908,87,0.7847,171
93,29.7336,87,0.7847,177.6666667
94,29.2464,83.33333333,0.7847,173.6666667
95,29.4384,84.33333333,0.7847,206.3333333
96,29.7492,87,0.7847,233.6666667
97,29.3604,86.66666667,0.7847,226
98,29.052,83,0.7847,209.6666667
99,29.2416,83,0.79,180.3333333
100,30.066,87,0.79,185
101,31.2588,89.66666667,0.7952,168.3333333
102,31.7412,91,0.7952,148.6666667
103,31.4628,91,0.7952,114
104,31.3032,84.66666667,0.7952,135.6666667
105,31.53,80,0.788233333,185.6666667
106,31.7004,82,0.7847,186
107,31.9272,83,0.7847,174.6666667
108,32.232,83,0.7847,178.6666667
109,32.5356,83,0.7847,178
110,32.6076,83,0.79,178.6666667
111,32.5476,83,0.79,174
112,32.4084,83,0.7847,181.6666667
113,31.9956,83,0.786466667,182.6666667
114,31.0044,81,0.788233333,200
115,30.3024,80,0.7847,194
116,30.1236,80.66666667,0.7847,186
117,29.694,87,0.786466667,211.6666667
118,29.6808,87,0.79,203
119,29.7204,87,0.79,199.6666667
120,29.4684,86,0.788233333,168.3333333
121,30.1116,87,0.782933333,185.3333333
122,30.5088,87,0.7794,174.3333333
123,30.5004,87,0.7794,175.6666667
124,30.2388,87,0.7794,194
125,29.9916,87,0.7742,189.3333333
126,29.8188,87,0.772433333,192.3333333
127,29.904,87,0.765366667,190.6666667
128,30,87,0.767133333,195.6666667
129,30.0048,87,0.7689,182.6666667
130,29.7852,87,0.7689,172
131,29.832,87,0.770666667,187
132,30.0624,87,0.7742,195.6666667
133,30.2004,87,0.7794,170.6666667
134,29.7756,87,0.7794,158.6666667
135,29.532,86.66666667,0.7794,168.3333333
136,29.5728,85.66666667,0.7794,153.3333333
137,28.926,81.33333333,0.7794,155
138,18.6012,56,0.7794,81.66666667
139,6.912,28.66666667,0.774166667,37.66666667
140,5.2884,6,0.718,4.333333333
141,13.5084,38,0.693433333,82
142,19.6656,91.33333333,0.684633333,276
143,22.6656,91,0.681133333,283.3333333
144,25.0536,90.33333333,0.696933333,254.3333333
145,26.4024,89.66666667,0.716233333,223
146,27.336,87.33333333,0.728533333,223.3333333
147,28.3584,90.33333333,0.732,213
148,28.9956,91,0.733766667,190.3333333
149,28.782,91,0.739066667,160.3333333
150,28.926,91,0.7478,159.3333333
151,29.2296,91.66666667,0.7478,190.6666667
152,29.7348,87,0.754866667,198.3333333
153,29.8068,87,0.760133333,182.3333333
154,29.862,87,0.7636,185.6666667
155,30.1632,87,0.7636,175.3333333
156,30.4044,88.33333333,0.7636,171.3333333
157,29.6964,87,0.7689,181
158,30.9564,89.66666667,0.7689,199.3333333
159,30.6168,88,0.772433333,193
160,30.5496,87,0.7742,164.3333333
161,29.964,87,0.7794,164
162,29.9388,87,0.781166667,143
163,29.94,87,0.7847,153.6666667
164,29.6508,87,0.781166667,148.6666667
165,29.34,86,0.777666667,134
166,29.5812,86,0.7742,132
167,29.5092,86.66666667,0.7742,157.6666667
168,29.0556,83,0.775933333,161.6666667
169,29.2404,83,0.7794,154.6666667
170,29.3808,84.33333333,0.7794,132.3333333
171,29.2836,87,0.775933333,129.3333333
172,29.5956,87,0.7742,165.6666667
173,29.5668,87,0.772433333,157.3333333
174,29.16,83,0.770666667,137.6666667
175,27.0852,37.66666667,0.772433333,95
176,23.6376,17,0.761866667,18.33333333
177,27.7152,74.33333333,0.742566667,323
178,29.0124,82.66666667,0.740833333,332.3333333
179,29.2356,83.33333333,0.749566667,141.3333333
180,29.5212,87,0.7531,188.3333333
181,29.9292,87,0.7531,193.3333333
182,30.132,87,0.7531,181
183,30.2112,87,0.749566667,173.6666667
184,30.5112,87,0.7478,172
185,30.7488,88.33333333,0.749566667,187.3333333
186,30.444,87,0.7478,143.3333333
187,30.1728,87,0.7426,148
188,30.1404,87,0.7426,175.6666667
189,30.57,87,0.749566667,183
190,30.7836,89.33333333,0.760133333,198.3333333
191,30.8904,90.33333333,0.767133333,186.3333333
192,30.5676,87,0.772433333,172.3333333
193,30.558,87,0.7742,167.6666667
194,30.7524,88.66666667,0.7742,170.6666667
195,31.3344,91,0.7742,196
196,31.3212,91,0.7742,141.6666667
197,30.5892,88.33333333,0.7742,158
198,30.8364,90.33333333,0.7689,168.6666667
199,30.996,91,0.7689,178.6666667
200,30.6576,89,0.7689,156.3333333
201,31.2624,85.33333333,0.7689,210.6666667
202,35.5356,88.33333333,0.7689,507
203,34.4148,81.66666667,0.777666667,124
204,33.5112,87,0.786466667,165.6666667
205,33.3924,87,0.793466667,174.6666667
206,33.3168,87,0.798733333,181.3333333
207,33.2772,87,0.793466667,185.6666667
208,33.33,87,0.79,182
209,32.9868,86,0.793466667,175.6666667
210,32.616,84,0.7952,171.6666667
211,32.4696,83,0.7952,182.6666667
212,31.98,83,0.798733333,198.3333333
213,32.532,83,0.8058,188
214,32.832,86,0.8058,185.3333333
215,32.8716,85,0.8058,168.6666667
216,32.5632,83,0.8058,170.3333333
217,32.2644,83,0.8058,189
218,32.0988,83,0.8058,207
219,32.3172,83,0.8058,219.6666667
220,32.0292,83,0.8058,193.3333333
221,31.9272,83,0.8058,175.6666667
222,31.74,83,0.804033333,162.3333333
223,31.9416,83,0.796966667,192.6666667
224,32.208,83,0.791733333,191.6666667
225,31.9416,83,0.79,183
226,32.214,83,0.79,183.3333333
227,32.0112,83,0.791733333,178.3333333
228,31.8276,83,0.7952,187
229,31.6056,81.66666667,0.7952,185.6666667
230,31.1808,81.33333333,0.7952,187.6666667
231,31.524,82,0.79,189.3333333
232,31.2264,80,0.793466667,169.6666667
233,31.0236,80,0.789966667,181.3333333
234,31.2168,80,0.7847,194.6666667
235,31.2264,80,0.7847,188.3333333
236,31.7292,81.33333333,0.79,175.6666667
237,31.9008,83,0.79,229.6666667
238,32.5716,83,0.793466667,215.6666667
239,32.8176,83.66666667,0.798733333,190.6666667
240,33.1092,87,0.8005,190
241,32.934,85.66666667,0.796966667,168.3333333
242,32.6424,83.33333333,0.79,166.3333333
243,32.1288,83,0.788233333,153
244,32.4744,83,0.781166667,166.6666667
245,32.6208,83,0.775933333,171.3333333
246,32.6328,83,0.770666667,197.6666667
247,32.688,83,0.7689,162
248,32.2764,83,0.7689,161.3333333
249,32.3868,83,0.772433333,187
250,32.394,83,0.775933333,177.6666667
251,32.3376,83,0.7742,174
252,32.3316,87,0.7777,227.6666667
253,32.64,83,0.79,218.3333333
254,34.3212,81.33333333,0.8005,331.3333333
255,35.6388,74.33333333,0.804,452.3333333
256,32.232,41.66666667,0.819833333,104.3333333
257,29.8332,56.33333333,0.8216,42.66666667
258,34.422,83,0.825066667,406.6666667
259,35.4648,91,0.8268,311.6666667
260,34.7016,82,0.825066667,171
261,34.3284,79.33333333,0.8216,191.6666667
262,33.7644,81.33333333,0.8268,181.3333333
263,33.9996,87,0.8268,205.6666667
264,34.6092,90.33333333,0.8268,226
265,35.4744,91,0.8268,217.3333333
266,35.5344,91,0.8321,193.6666667
267,35.0112,91,0.833866667,171.6666667
268,34.6776,91,0.8374,182.3333333
269,34.6056,90.33333333,0.833866667,185
270,34.0884,87,0.8374,182.3333333
271,33.792,87,0.8374,190.6666667
272,33.018,86.33333333,0.8374,187.6666667
273,32.4672,83,0.8321,182
274,31.7508,83,0.8321,172.3333333
275,31.3248,81.66666667,0.8268,179.3333333
276,31.8108,82.33333333,0.823333333,186.3333333
277,32.1216,83,0.8163,187
278,32.3964,83.33333333,0.8163,186.6666667
279,33.0552,86,0.8163,191.6666667
280,33.348,87,0.812766667,173.6666667
281,33.5616,87,0.811,155.6666667
282,33.7092,87,0.811,162.3333333
283,33.6156,87,0.811,158.6666667
284,33.45,87,0.807533333,186.6666667
285,33.444,87,0.8058,198.6666667
286,33.5496,87,0.8058,201.3333333
287,33.5004,87,0.8058,192.3333333
288,33.612,87,0.8058,202.6666667
289,33.2148,87,0.802266667,167.3333333
290,33.2712,87,0.8005,215.3333333
291,33.672,87,0.8005,186.3333333
292,33.498,87,0.8005,180
293,33.1884,87,0.8005,169
294,32.9628,87,0.804033333,181
295,33.186,87,0.8058,226
296,33.4944,87,0.809266667,215.6666667
297,32.964,85,0.805766667,178.6666667
298,32.6652,84.33333333,0.7952,176.3333333
299,31.9752,83,0.79,204
300,32.0904,83,0.79,219
301,32.5212,83,0.79,206.3333333
302,32.6628,83,0.7952,180.3333333
303,32.5728,83,0.7952,181.6666667
304,32.1948,83,0.7952,185.3333333
305,32.13,83,0.7952,179.6666667
306,31.9644,83,0.7952,170.6666667
307,31.9104,83,0.79,179
308,31.98,83,0.786466667,193.3333333
309,31.9404,83,0.7847,210.6666667
310,31.7268,83,0.7847,196.6666667
311,31.2972,82.66666667,0.788233333,200.6666667
312,31.5192,81,0.7847,224.6666667
313,32.2704,83,0.79,223.6666667
314,33.1188,86.33333333,0.788233333,218.3333333
315,33.8184,87,0.7847,210.6666667
316,34.32,87,0.7847,203.3333333
317,34.2888,87,0.788233333,180.3333333
318,34.0944,87,0.788233333,203
319,33.9924,87,0.781166667,202
320,34.128,87,0.775933333,201.3333333
321,34.2444,87,0.782933333,196.6666667
322,34.422,89.66666667,0.788233333,172.3333333
323,34.5228,91,0.79,187.6666667
324,34.5924,91,0.79,196.6666667
325,34.6008,91,0.7952,176.3333333
326,34.41,87.33333333,0.7952,166.6666667
327,34.2984,87,0.79,166.3333333
328,34.308,87,0.79,176.6666667
329,34.7376,91,0.791733333,196.3333333
330,35.0892,91,0.7952,191.3333333
331,35.22,86,0.8005,169
332,35.3232,80,0.804033333,161
333,35.0904,80,0.802266667,169
334,34.7076,80,0.8005,161.6666667
335,34.2684,86.66666667,0.8005,173.3333333
336,33.8088,87,0.7952,183
337,33.8568,87,0.79,189
338,33.4092,87,0.79,175.3333333
339,32.5476,83.33333333,0.793466667,172.3333333
340,32.0736,83,0.7952,173
341,31.8744,83,0.793466667,180.3333333
342,32.184,83,0.79,191.3333333
343,32.3136,83,0.79,198.3333333
344,32.7324,83,0.788233333,195
345,32.916,85,0.7847,182.3333333
346,33.3408,87,0.788233333,199.3333333
347,33.4524,87,0.7952,207.6666667
348,33.5172,87,0.7952,205
349,33.87,87,0.7952,200
350,34.0152,87,0.7952,199.6666667
351,34.1592,87,0.7952,202.6666667
352,34.2528,87,0.798733333,188
353,34.2108,87,0.8005,173
354,34.362,88.33333333,0.8005,173.6666667
355,34.5552,91,0.8005,178.3333333
356,35.1192,91,0.8005,175.6666667
357,34.8108,91,0.8005,154.3333333
358,34.638,91,0.7952,186
359,34.5096,91,0.79,185
360,34.7844,91,0.79,177.3333333
361,34.9092,79,0.788233333,198.3333333
362,37.3164,84.66666667,0.79,413
363,37.4736,87,0.791733333,342
364,37.344,87,0.7952,273
365,37.2612,84.66666667,0.798733333,275.3333333
366,37.2336,83.33333333,0.807533333,225
367,37.5624,87,0.811,254.6666667
368,37.65,87,0.811,257.3333333
369,37.0692,84.33333333,0.812766667,222
370,35.8128,82,0.8163,170
371,34.344,62.33333333,0.8216,130
372,32.448,9.333333333,0.8216,17.66666667
373,31.1016,0,0.8216,0
374,28.572,29,0.8163,0.333333333
375,19.422,36,0.811033333,0
376,11.874,5.333333333,0.802266667,0
377,14.892,30,0.789966667,88.33333333
378,24.9036,71.33333333,0.770666667,303.3333333
379,30.1368,86.66666667,0.770666667,236.3333333
380,32.2284,92.33333333,0.782933333,205.3333333
381,33.5064,93,0.788233333,195
382,33.5748,87,0.793466667,139.6666667
383,34.146,87.33333333,0.7952,148.6666667
384,34.9188,91,0.791733333,173.6666667
385,35.1648,91,0.7847,177.6666667
386,33.6876,88.33333333,0.7847,189.6666667
387,31.3236,87,0.788233333,198.6666667
388,29.3064,86,0.79,231.6666667
389,29.1312,83.33333333,0.79,215
390,29.9808,87,0.791733333,196.6666667
391,29.2788,85.66666667,0.7952,171
392,27.5592,71.66666667,0.7952,86
393,26.5128,18.33333333,0.796966667,19.66666667
394,27.3468,0,0.7847,0
395,27.1188,0,0.763633333,0
396,28.1604,47,0.7408,89.66666667
397,27.8304,81,0.728533333,285.3333333
398,28.656,83,0.7531,265
399,29.5836,86.66666667,0.765366667,220
400,29.8332,87,0.7689,198.6666667
401,29.8164,87,0.7689,161.6666667
402,30.3792,87,0.7689,187
403,31.3056,90.33333333,0.7689,215.3333333
404,32.3076,83.33333333,0.7742,175
405,33.4836,86.66666667,0.7794,189.3333333
406,34.05,85.33333333,0.782933333,180.6666667
407,33.582,77,0.788233333,157
408,33.4236,77,0.7847,152.6666667
409,33.126,86.66666667,0.7794,172.3333333
410,32.5008,83.33333333,0.777666667,185
411,32.0244,83,0.7794,186
412,31.3764,81,0.777666667,197
413,31.4844,81.66666667,0.7742,204.6666667
414,32.0052,83,0.770666667,212
415,32.4036,83,0.7689,229.3333333
416,32.418,83,0.777666667,204
417,32.4312,83,0.7847,193.6666667
418,32.4564,83,0.79,161.6666667
419,32.4828,83,0.79,186.6666667
420,32.3328,83,0.7847,195.6666667
421,31.7964,83,0.79,194.6666667
422,31.7268,83,0.7952,211.6666667
423,31.6596,83,0.7952,222.6666667
424,31.5072,82,0.8005,226
425,31.1004,80,0.8005,196.6666667
426,30.9804,80,0.8005,204
427,31.1772,87.66666667,0.807533333,227.6666667
428,31.4604,91,0.811,231
429,31.3968,91,0.8163,210
430,31.3296,91,0.812766667,191.3333333
431,30.7428,89.66666667,0.809266667,155
432,30.4716,87,0.802266667,170.3333333
433,30.6504,87.33333333,0.8005,234.3333333
434,30.96,91,0.802266667,246.3333333
435,31.0896,91,0.8058,240.3333333
436,31.1736,91,0.809266667,251
437,31.3032,91,0.8163,230.6666667
438,30.8508,87.66666667,0.819833333,223.6666667
439,30.9108,88.66666667,0.823333333,254
440,31.4196,91,0.8268,246
441,31.6716,91,0.8268,218
442,31.782,91,0.8268,203.3333333
443,31.8228,91,0.828566667,222
444,31.83,91,0.8321,214.6666667
445,31.77,91,0.8321,221
446,31.6548,91,0.8321,214
447,31.3692,91,0.833866667,204.6666667
448,30.9144,91,0.8374,213
449,30.6792,88,0.8374,238.6666667
450,30.6468,87,0.8426,234
451,30.5832,87,0.8426,226.3333333
452,30.4848,87,0.8426,221.6666667
453,30.9732,88.66666667,0.8426,213.6666667
454,32.0304,91,0.8426,212.3333333
455,32.4192,94.33333333,0.8374,162.6666667
456,32.6292,94.33333333,0.8374,163
457,32.712,85,0.8374,147
458,33.258,87,0.8321,223
459,34.4316,88.33333333,0.828566667,302.6666667
460,36.5112,94.66666667,0.8268,454.3333333
461,35.412,90,0.830333333,153.6666667
462,34.9596,91,0.8321,229.6666667
463,34.3872,88.33333333,0.839133333,203.6666667
464,34.3356,87,0.8426,211
465,34.3944,88.66666667,0.846133333,186.6666667
466,35.1504,91,0.844366667,199.3333333
467,35.7564,91,0.8426,179
468,35.292,91,0.840866667,145.3333333
469,35.2512,91,0.8374,160.3333333
470,35.9484,91,0.835633333,187.3333333
471,36.0492,89.66666667,0.833866667,144
472,35.7732,82,0.8321,113.6666667
473,36.0756,93,0.828566667,187
474,36.2484,96,0.8268,189.6666667
475,36.1968,92.66666667,0.830333333,188.3333333
476,36.3372,96,0.828566667,236
477,36.3744,96,0.830333333,188
478,35.8632,92,0.828566667,215.3333333
479,35.8188,91,0.828566667,222
480,36.3864,95,0.828566667,235
481,36.096,93,0.8268,172
482,35.3544,91,0.8268,198.3333333
483,35.3424,91,0.8268,230.6666667
484,35.4384,91,0.8268,234.3333333
485,35.6988,91,0.830333333,227.6666667
486,36.0204,92,0.8321,206
487,35.6748,92,0.8268,197
488,35.2224,91,0.8268,206.6666667
489,35.2188,91,0.8268,252.3333333
490,35.3712,91,0.8268,273.6666667
491,35.5464,91,0.828566667,250.6666667
492,35.4048,91,0.8321,277
493,35.7792,91,0.8321,317.3333333
494,35.6652,91,0.8374,251.3333333
495,34.8288,91,0.8374,263.3333333
496,33.96,93,0.8426,252.3333333
497,33.7968,97.66666667,0.8479,281.3333333
498,33.9372,97,0.8479,415.6666667
499,34.074,100.3333333,0.851433333,499.3333333
500,33.0576,96,0.8532,398.6666667
501,32.7,94.66666667,0.854933333,389.6666667
502,32.01,91.66666667,0.860166667,307
503,33.1368,96,0.8637,323.6666667
504,33.2292,96,0.869,223.6666667
505,33.8988,97.66666667,0.8742,273.3333333
506,34.1352,101,0.875966667,272.3333333
507,34.3644,101,0.8795,295.3333333
508,34.0536,98.66666667,0.8795,223
509,34.5864,100.3333333,0.8795,219.3333333
510,35.886,84,0.8795,197.6666667
511,36.7584,82,0.8795,60.33333333
512,39.438,89,0.8795,140
513,42.0684,91.66666667,0.8795,132.6666667
514,44.16,36.66666667,0.875966667,123
515,45.6864,0,0.8707,0
516,46.4064,5.333333333,0.839133333,0
517,44.1204,31.66666667,0.825066667,17
518,41.3856,85.33333333,0.828566667,156.3333333
519,38.982,98.66666667,0.837366667,280.6666667
520,37.3296,97,0.8479,362
521,36.7128,96,0.856666667,464
522,35.4696,95.66666667,0.8584,378.3333333
523,34.014,98.66666667,0.8637,213.6666667
524,34.1916,100,0.865466667,227.6666667
525,34.152,101,0.869,210
526,35.1924,101,0.870733333,278.6666667
527,35.7144,93.33333333,0.8742,183
528,35.9928,92,0.8742,160.6666667
529,36.4812,96,0.872466667,175.6666667
530,36.1536,95,0.869,132
531,35.5284,91,0.8637,147.3333333
532,35.1168,91,0.8637,265.6666667
533,33.8268,91.33333333,0.8637,324.3333333
534,32.9352,96,0.869,470.3333333
535,32.2956,94.33333333,0.869,450.6666667
536,31.8816,91,0.8742,334.3333333
